id,album_title,eng_album_title,album_rd,album_seq,track_title,raw_track_title,eng_track_title,lyrics,hidden_track,remix,featured,performed_by,repackaged,lang,has_full_ver,is_alt_lang_ver,spotify_album_id,spotify_track_duration_ms,spotify_track_id,spotify_track_danceability,spotify_track_energy,spotify_track_key,spotify_track_loudness,spotify_track_mode,spotify_track_speechiness,spotify_track_acousticness,spotify_track_instrumentalness,spotify_track_liveness,spotify_track_valence,spotify_track_tempo,spotify_track_time_signature,eng_lyrics_source_url,eng_lyrics_credits
JIN-11,Happy,Happy,2024-11-15,1,Running Wild,,Running Wild,"There's a way
There's a way that we can fly again
Remember how we used to love back then?
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home?

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,FALSE,,JIN,FALSE,ENG,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,151646,4p7DTkyrKqT98xlIwYYfXz,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.00E+00,0.152,0.317,146.921,4,,
JIN-12,Happy,Happy,2024-11-15,2,I’ll Be There,,I’ll Be There,"Woo
One, two, three

All these busy people
How does anyone get by in this tough world
Oh-oh-oh (Oh-oh-oh)
Giving something greater than just the little things
That’s what I live for

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh-oh-oh (Oh-oh-oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh-oh-oh
I’ll be there for you

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh (Oh)
Ooh-ooh, ooh-ooh
I'll be there for you

Just smile, that’s it
So everyone can feel it
Smile bright, we can all be happy
Oh-oh-oh (Oh-oh-oh)
It don’t matter the timе
It don’t matter the place
Takе the ordinary, make it extraordinary

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh (Yeah, yeah, yeah)
Ooh, ooh, ooh-ooh
I'll be there for you

When you feel down
When you feel all alone
When you need someone to lean on
I’ll be there for you

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
I'll be there for you",FALSE,FALSE,,JIN,FALSE,KOR,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,181677,48ZIrgOwD74LvIf3EvLTt9,0.538,0.738,10,-2.412,1,0.0445,0.0351,0.00E+00,0.0898,0.736,148.887,4,,
JIN-13,Happy,Happy,2024-11-15,3,Another Level,,Another Level,"Stay
In my maze stage, where even breaths couldn't reach
Days trapped in a hamster wheel
I'll leap with all my strength, without limits
Burning towards the end

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

Dawn is far away, enduring long days
The sun that stayed up all night spreads endlessly
See upcoming rock shows
Get tickets for your favorite artists

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

(We'll bounce back and hit, bounce back and hit)
One more step
(We'll bounce back and hit another level)",FALSE,FALSE,,JIN,FALSE,KOR,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,162834,4xbq37lr4SuP3kuxj9y8gp,0.548,0.577,4,-4.877,1,0.0284,0.159,0.00E+00,0.0642,0.348,80.036,4,,
JIN-14,Happy,Happy,2024-11-15,4,Falling,네게 닿을 때까지,Falling,"It's not easy, the temperature difference between your coldness and my passion
Even if I reach out
I can't touch you
You better know what to do
A corner of my subconscious running towards you
The long night that never ends continues

And I shout
""I wanna make you mine""
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

My still remaining feelings
My eyes that can't meet yours
When I look at you
I know I'll turn away again

I gather up my courage
I wanna make you mine
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my wholе heart
My heart beats for you
All for you
Onе step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody

It repeats again
I wanna make you mine
I want to talk to you
I can't break away from you
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody",FALSE,FALSE,,JIN,FALSE,KOR,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,178838,3DeK5G7OhuJ1P1462XXgIu,0.662,0.708,8,-4.626,0,0.0338,0.038,2.30E-04,0.0483,0.607,127.988,4,,
JIN-15,Happy,Happy,2024-11-15,5,Heart on the Window (with WENDY),,Heart on the Window (with WENDY),"When my breath spreads silently
Across countless seasons
And I fall

More every minute
More every hour
Oh, like a dream
On the white window of my heart
Darkly engraved
You and me, ah

Still on the dazzling window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
Breath spreading white
My heart drawn without a gap
When I left you a heart on the window
I engraved it more deeply

In my heart that was always deeply dark
You suddenly fill the transparent window
With your light

More every minute
More every hour
Oh, like a dream
The season that spreads vividly I want to engrave
You and me, ah

Still on the dazzling window (Every day)
So that you can see my heart (Oh)
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white (Wo-oh)
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply

Oh, I’ll love you better
Oh, I’ll love you better
I promise, engrave my heart
Oh, I’ll love you better than
Oh, I’ll love you better
Oh, I’ll love you better
With my heart on the window
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)

Totally dazzling at the window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)",FALSE,FALSE,WENDY,JIN,FALSE,KOR,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,177093,1b6qYBwDMBpFylGVT4PRgD,0.615,0.865,11,-6.114,0,0.0522,0.0536,0.00E+00,0.738,0.52,145.999,4,,
JIN-16,Happy,Happy,2024-11-15,6,I will come to you,그리움에,I will come to you,"The day white snow fell
The day I left you
Hundreds of times a day
Those words that I say every day

I miss you so much
Hold me

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

My picture filled with memories and longing
The only color left in the time that has passed

On a dark road
A ray of light
You

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

Even if I’m away for a moment because of longing
I promise I will come to you
If you need me, I will come to you",FALSE,FALSE,,JIN,FALSE,KOR,FALSE,FALSE,0fKlaQuBMQYFo5aIFoGIXt,156964,5c2BZj7YSGHwvjf2CtO2S4,0.625,0.129,7,-13.824,1,0.0343,0.897,0.00E+00,0.0856,0.496,79.979,4,,
JIN-17,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,1,Running Wild,,Running Wild,"There's a way
There's a way that we can fly again
Remember how we used to love back then?
Livin' like we had no end
Let's stay out all night
Out all night until we see the sun
Remember how we used to long ago
We can miss the last train home?

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath
We’ll be running wild

Don't forget
Don't forget about the times we shared
All the places that we used to go
Livin' like we've ruled the world

Don't you let our love go cold
When we're standing still
We can light it up once more
I'll take you there

We'll be running wild
Lovin' 'til the sun is out
Running 'til there's nothin' left
'Til our last breath
We'll be running wild
Lovin' like it's made for us
Running 'til there’s nothin' left
'Til our last breath

We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild
We'll be running wild",FALSE,FALSE,,JIN,TRUE,ENG,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,151646,50zAEIE4B1QqhPjRMK2Xmh,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.00E+00,0.152,0.317,146.921,4,,
JIN-18,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,2,I’ll Be There,,I’ll Be There,"Woo
One, two, three

All these busy people
How does anyone get by in this tough world
Oh-oh-oh (Oh-oh-oh)
Giving something greater than just the little things
That’s what I live for

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh-oh-oh (Oh-oh-oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh-oh-oh
I’ll be there for you

Ooh-ooh, ooh-ooh
Ooh-ooh, ooh-ooh (Oh)
Ooh-ooh, ooh-ooh
I'll be there for you

Just smile, that’s it
So everyone can feel it
Smile bright, we can all be happy
Oh-oh-oh (Oh-oh-oh)
It don’t matter the timе
It don’t matter the place
Takе the ordinary, make it extraordinary

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh (Yeah, yeah, yeah)
Ooh, ooh, ooh-ooh
I'll be there for you

When you feel down
When you feel all alone
When you need someone to lean on
I’ll be there for you

I will be there forever
I’ll stay the same, I’ll be there for you
There for you
Oh oh oh (oh oh oh)
With this song I say to you
I swear that I will always sing for you
Sing for you
Oh oh oh
I’ll be there for you

Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
Ooh, ooh, ooh-ooh
I'll be there for you",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,181677,5zOv7QzCMrSkPJKQr1Tcif,0.538,0.738,10,-2.412,1,0.0445,0.0351,0.00E+00,0.0898,0.736,148.887,4,,
JIN-19,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,3,Another Level,,Another Level,"Stay
In my maze stage, where even breaths couldn't reach
Days trapped in a hamster wheel
I'll leap with all my strength, without limits
Burning towards the end

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

Dawn is far away, enduring long days
The sun that stayed up all night spreads endlessly
See upcoming rock shows
Get tickets for your favorite artists

I will keep on fighting
Even if I'm endlessly driven, I'll never stop
(Nobody can stop me)
Even if the harsh storm blows harder
I'll take one more step

Don't be scared
Even if I break down sometimes
One more step
(We'll bounce back and hit, bounce back and hit)
Now
I walk towards that light
One more step
(We'll bounce back and hit another level)

(We'll bounce back and hit, bounce back and hit)
One more step
(We'll bounce back and hit another level)",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,162834,1YmY0HUm05BUpcHibc1bhB,0.548,0.577,4,-4.877,1,0.0284,0.159,0.00E+00,0.0642,0.348,80.036,4,,
JIN-20,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,4,Falling,네게 닿을 때까지,Falling,"It's not easy, the temperature difference between your coldness and my passion
Even if I reach out
I can't touch you
You better know what to do
A corner of my subconscious running towards you
The long night that never ends continues

And I shout
""I wanna make you mine""
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

My still remaining feelings
My eyes that can't meet yours
When I look at you
I know I'll turn away again

I gather up my courage
I wanna make you mine
I want to talk to you
Do you really not know?
You got me falling

I want you
I want you with my wholе heart
My heart beats for you
All for you
Onе step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody

It repeats again
I wanna make you mine
I want to talk to you
I can't break away from you
You got me falling

I want you
I want you with my whole heart
My heart beats for you
All for you
One step closer
Until I reach you

I can't let it go
Let me know
Is it yes or no?
Tell me, tell me
Why don't you understand my heart yet?
You're my soul and
I'm just somebody",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,178838,5oSUmLelhXItguqPQ0Qn2b,0.662,0.708,8,-4.626,0,0.0338,0.038,2.30E-04,0.0483,0.607,127.988,4,,
JIN-21,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,5,Heart on the Window (with WENDY),,Heart on the Window (with WENDY),"When my breath spreads silently
Across countless seasons
And I fall

More every minute
More every hour
Oh, like a dream
On the white window of my heart
Darkly engraved
You and me, ah

Still on the dazzling window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
Breath spreading white
My heart drawn without a gap
When I left you a heart on the window
I engraved it more deeply

In my heart that was always deeply dark
You suddenly fill the transparent window
With your light

More every minute
More every hour
Oh, like a dream
The season that spreads vividly I want to engrave
You and me, ah

Still on the dazzling window (Every day)
So that you can see my heart (Oh)
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white (Wo-oh)
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply

Oh, I’ll love you better
Oh, I’ll love you better
I promise, engrave my heart
Oh, I’ll love you better than
Oh, I’ll love you better
Oh, I’ll love you better
With my heart on the window
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)

Totally dazzling at the window
So that you can see my heart
So, I’ll leave you a heart on the window
Beyond the time I waited for you
The breath that spreads white
My heart drawn without any gaps
When I left you a heart on the window
I engraved it more deeply
(Ah-oh-oh-oh-ah, oh-oh-oh-ah, ah-ah-ah)",FALSE,FALSE,WENDY,JIN,TRUE,KOR,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,177093,4qUmNOnS81p8wrMdBHRbS3,0.615,0.865,11,-6.114,0,0.0522,0.0536,0.00E+00,0.738,0.52,145.999,4,,
JIN-22,Happy - :') (Remixes),Happy - :') (Remixes),2024-11-19,6,I will come to you,그리움에,I will come to you,"The day white snow fell
The day I left you
Hundreds of times a day
Those words that I say every day

I miss you so much
Hold me

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

My picture filled with memories and longing
The only color left in the time that has passed

On a dark road
A ray of light
You

Lost in beautiful memories
Fall asleep with a smile today
When the warm spring breeze blows
I’ll go to you
I promise I’ll go to you

Even if I’m away for a moment because of longing
I promise I will come to you
If you need me, I will come to you",FALSE,FALSE,,JIN,TRUE,KOR,FALSE,FALSE,3nRmQ70bczWCLWyj1aRbt6,156964,5s7flUAYsDmcUWtHsMCihv,0.625,0.129,7,-13.824,1,0.0343,0.897,0.00E+00,0.0856,0.496,79.979,4,,
